"Data Source","World Development Indicators",

"Last Updated Date","2015-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Bangladesh","BGD","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","0.50606","","","0.50463","0.53302","","0.52276","0.53593","0.57462","","","0.62068","0.61099","0.63132","0.62642","0.71903","0.72801","0.75509","","","","","","","","","","","","","","","1.05799996852875","1.05989003181458","1.06806004047394","1.08906996250153","1.06322002410889","1.08989000320435","1.09635996818542","","","","",
"Bulgaria","BGR","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.98617","0.99171","0.99347","0.99585","1.00025","0.98392","0.99645","0.98652","0.98533","0.98446","0.99318","0.99598","0.99574","0.99676","0.99557","0.9954","0.99296","0.99355","0.99009","0.99145","0.99426","0.99525","0.99274","0.9974","0.99468","0.98798","0.98978","0.98094","0.978680014610291","0.976580023765564","0.977219998836517","0.977500021457672","0.976960003376007","0.96723997592926","0.966109991073608","0.967019975185394","0.968330025672913","0.976920008659363","0.976400017738342","0.969669997692108","0.965160012245178","0.968450009822845","0.965969979763031","","",
"Bahrain","BHR","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.72959","0.77069","0.78855","0.80632","0.8162","0.82842","0.83783","0.8445","0.84163","0.84942","0.85269","0.8617","0.90894","0.93814","0.96753","0.98907","0.99507","0.99901","1.00973","1.02741","1.024","1.03634","1.04034","1.03884","1.02456","1.01925","1.02712","1.02481","1.01962995529175","","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","1.08531","1.07515","","1.07546","1.07187","","","","","","1.01504","1.01814","","1.00171","","1.1087","","0.974529981613159","","","1.01696002483368","","0.98785001039505","0.990019977092743","0.995599985122681","1.00811994075775","1.00505995750427","1.0236200094223","1.03571999073029","","","","","",
"Bosnia and Herzegovina","BIH","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belarus","BLR","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00927","","","","","","","","","","0.977460026741028","0.976939976215363","0.977779984474182","0.977460026741028","0.976909995079041","0.985379993915558","","",
"Belize","BLZ","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0.97512","0.972","","","","0.98295","","","0.97116","0.97951","","","","0.997160017490387","0.987739980220795","0.994029998779297","","1.00083994865417","1.00609004497528","0.987169981002808","0.998329997062683","1.0127899646759","1.0079699754715","1.01119995117188","1.0168399810791","1.01084005832672","1.00361001491547","1.00124001502991","","",
"Bermuda","BMU","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","1.06368","1.04938","1.0226","1.02667","1.01388","1.00645","1.01037","1.01511","0.98017","0.97702","","","","","","","","","","","","","","","","","","","","","1.04017996788025","1.0616500377655","1.07989001274109","1.10899996757507","1.08921003341675","1.08173000812531","","","","1.08522999286652","1.07267999649048","1.06032001972198","1.06517994403839","","",
"Bolivia","BOL","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.74245","","","","","","","","","","","","","","","","","","","","","","","","","","","0.96024","0.964079976081848","0.97487998008728","0.977219998836517","0.978030025959015","0.981989979743958","","","0.980910003185272","0.985220015048981","0.987230002880096","0.989660024642944","0.990469992160797","0.993160009384155","0.98921000957489","0.984510004520416","","",
"Brazil","BRA","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Barbados","BRB","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.99222","1.00337","1.00512","0.90481","0.96609","1.05238","1.04799","1.03675","1.04026","1.07689","1.01005","1.02599","0.99075","1.02094","0.99098","","","","1.02547","0.94251","","","","","","","","","1.07787001132965","1.07620000839233","1.07002997398376","1.07290005683899","1.07334005832672","1.07157003879547","1.07245004177094","1.07824003696442","1.08458995819092","1.08038997650146","1.0686399936676","1.05471003055573","1.04729998111725","","","","",
"Brunei Darussalam","BRN","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.93745","0.93126","0.94004","0.94904","0.95348","0.96015","0.9799","0.99953","1.00573","1.01134","0.99722","1.00775","1.01166","1.01318","1.00846","","","","","","","0.9978","1.01418","1.0196","1.01044","","","","1.00013","0.995880007743835","0.995869994163513","0.997330009937286","0.998669981956482","1.00882995128632","1.00498998165131","1.00510001182556","1.0042599439621","1.00206995010376","1.00034999847412","0.999670028686523","1.00232994556427","0.992919981479645","0.99888002872467","1.00468003749847","","",
"Bhutan","BTN","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.05231","0.22774","0.20574","","0.28626","","","0.37223","","","","","","0.44917","0.46234","","","","","","","","","","","","","","0.81664","0.833760023117065","0.85495001077652","0.880240023136139","","","","0.942669987678528","0.960950016975403","0.971610009670258","0.989180028438568","1.01205003261566","1.02013003826141","1.02551996707916","1.03260004520416","1.03500998020172","","",
"Botswana","BWA","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","1.10682","1.11997","1.13264","1.16151","1.18605","1.20765","1.22044","1.22801","1.22432","1.22426","1.20556","1.18622","","1.15232","1.12804","1.11078","1.08376","1.07207","1.07001","1.07068","1.08063","1.08741","1.07492","1.0578","1.04199","1.03579","","","1.02422","1.02256000041962","1.01693999767303","1.01462996006012","1.01242995262146","1.01221001148224","1.00653004646301","1.00709998607635","1.00498998165131","1.00002002716064","1.00443005561829","","","","","","","",
"Central African Republic","CAF","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.4604","0.46103","0.46866","","","0.513","0.50239","0.49951","0.50788","0.54452","0.53413","0.52576","","","","0.58204","0.57499","0.57189","0.58058","0.59105","0.60542","0.61974","","","","","","","","","0.659070014953613","","","","","","","","0.686049997806549","","0.693679988384247","0.700969994068146","","","",
"Canada","CAN","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.99084","0.99187","0.99398","1.00086","0.99918","1.00714","1.00791","1.00954","1.01023","1.01275","1.01165","0.99866","0.98829","0.98747","0.98871","0.98929","0.99015","0.99177","0.99275","1.00018","0.99433","0.99219","0.98992","0.99009","0.99356","0.99369","","0.99629","1.00926995277405","1.01042997837067","","","","","0.983969986438751","0.98540997505188","0.985520005226135","0.985949993133545","0.98759001493454","0.989180028438568","0.991980016231537","1.00147998332977","","","",
"Central Europe and the Baltics","CEB","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.985339999198914","0.986280024051666","0.988590002059937","0.99260002374649","0.991649985313416","0.994120001792908","0.994180023670197","0.996270000934601","0.996169984340668","0.996890008449554","0.997030019760132","0.998600006103516","0.99974000453949","0.998969972133636","0.997009992599487","0.99753999710083","0.998409986495972","1.00663995742798","1.00823998451233","0.996519982814789","0.994509994983673","1.00117003917694","1.00995004177094","1.00145995616913","1.00253999233246","1.0067800283432","1.00383996963501","0.997940003871918","0.997590005397797","0.996379971504211","0.994260013103485","0.993579983711243","0.991439998149872","0.988340020179749","0.998369991779327","0.994470000267029","0.992829978466034","0.99193000793457","0.991959989070892","0.993149995803833","0.991450011730194","0.989310026168823","0.991020023822784","0.988240003585815","","",
"Switzerland","CHE","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","0.92878","0.93739","0.94133","0.94246","0.94352","0.94516","0.94532","0.94721","0.94889","0.95372","0.95752","0.96334","0.96542","0.9698","0.9723","0.95549","0.96093","0.96366","0.96805","","0.95616","0.960820019245148","0.967220008373261","0.974730014801025","0.971650004386902","0.969780027866364","0.964529991149902","0.966859996318817","0.967310011386871","0.969820022583008","0.972500026226044","0.975750029087067","0.982020020484924","0.98377001285553","0.982420027256012","","","",
"Channel Islands","CHI","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","1.01666","1.00686","1.00454","1.00976","1.01385","1.01063","1.01955","1.01222","1.00984","1.01232","1.00967","1.01591","0.99425","1.00008","0.99745","1.00096","0.99899","","","1.00633","1.00981","0.99618","0.9998","1.00892","","","","","0.99962","0.999499976634979","0.995840013027191","","0.994710028171539","0.99260002374649","0.981970012187958","0.9826700091362","0.9862300157547","0.986280024051666","0.985260009765625","0.988229990005493","1.00009000301361","0.998549997806549","1.00077998638153","0.990090012550354","","",
"China","CHN","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","0.83996","0.84721","0.85204","0.83789","0.8296","0.81047","0.79407","0.78871","0.79107","0.79506","0.81426","0.82975","0.83415","0.84203","0.84716","0.85934","0.87424","0.88311","0.90587","0.92174","0.93675","0.94584","","","","0.979460000991821","","0.980250000953674","","","1.00167000293732","1.00441002845764","1.00909996032715","1.01495003700256","1.00004005432129","1.00355994701385","1.00829994678497","1.01732003688812","","",
"Cote d'Ivoire","CIV","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.53549","0.54358","0.55052","0.55496","","","","","","","0.62259","","0.63533","0.64502","","","","","","","","","","","","","","","0.692920029163361","","","","","","","","","","","","","","0.808019995689392","","",
"Cameroon","CMR","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.71015","0.73046","0.73799","0.7489","0.75151","0.76254","0.7703","0.77386","0.78421","0.78929","0.78895","0.7939","0.79326","0.79659","0.79746","0.80353","0.80971","0.81375","0.81683","0.8213","0.82807","0.87108","","","0.84667","","0.85366","0.80562","0.825779974460602","","0.852949976921082","0.800019979476929","0.847559988498688","0.84060001373291","0.826070010662079","0.827740013599396","0.837710022926331","0.842429995536804","0.856199979782104","","0.861549973487854","0.869279980659485","","","",
"Congo, Rep.","COG","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.73886","0.7595","0.77419","0.76977","0.78429","0.79353","0.8025","0.82527","0.83151","0.83819","0.85961","0.86165","","0.86673","0.88897","0.89663","0.87525","0.9112","0.89793","0.88697","","0.8876","","","","0.87883","","","","","","0.885540008544922","0.860300004482269","0.910309970378876","","","","","","","","1.00365996360779","","","",
"Colombia","COL","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","1.02803","1.03202","1.03646","1.03943","1.04614","1.04316","1.0406","1.03814","1.04004","1.03823","1.03303","1.03526","1.03094","1.06585","1.01784","1.02973","1.03111","1.01908","1.0198","1.02035","","1.07538","1.10419","1.07157","","1.05223","1.01637","","1.02724","1.04256999492645","1.03708004951477","","1.03586995601654","","1.03782999515533","1.03406000137329","1.04167997837067","1.04537999629974","1.04269003868103","1.04534995555878","1.03743004798889","","","","","",
"Comoros","COM","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.45895","","0.4991","","","","","","","","0.67955","","","","","0.72864","0.76212","","","","","","","","","","","","0.838370025157928","","","0.823059976100922","0.82134997844696","0.842769980430603","","","","","","","","","0.975210011005402","","",
"Cabo Verde","CPV","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.97633","0.99277","0.99707","0.99438","","","","0.9732","","","","","","","0.994759976863861","0.989929974079132","0.999700009822845","1.00419998168945","1.01148998737335","1.03771996498108","1.04670000076294","1.01499998569489","1.04036998748779","1.04502999782562","1.03939998149872","1.03778994083405","1.02596998214722","","",
"Costa Rica","CRI","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","1.00035","1.00354","1.00941","1.01464","1.01021","1.01714","1.02424","1.03204","","1.0382","1.04094","1.03194","1.03052","1.02305","1.01109","1.01024","1.00318","0.99988","0.99885","0.99604","1.00238","1.00833","1.00927","1.01523","1.0167","1.01999","1.02517","1.02496","1.02185","1.01897001266479","1.01396000385284","1.02232003211975","1.01312005519867","","1.01445996761322","1.0137699842453","1.01786005496979","1.01449000835419","1.01844000816345","1.01935994625092","1.0182900428772","1.0188399553299","1.02002000808716","1.03101003170013","","",
"Caribbean small states","CSS","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","1.00383996963501","1.00537002086639","1.0100200176239","1.01093995571136","1.00826001167297","1.02286994457245","1.03404998779297","1.02146995067596","1.02278995513916","1.0231100320816","1.03243005275726","1.03355002403259","1.02672004699707","1.02606999874115","1.02464997768402","1.0252799987793","1.03025996685028","1.01468002796173","1.0188399553299","1.02391004562378","1.02231001853943","1.01534998416901","1.0076299905777","1.00213003158569","1.0050300359726","1.00621998310089","1.01257002353668","1.01737999916077","1.01434004306793","1.01356995105743","1.01206004619598","1.00822997093201","1.01664996147156","1.01282000541687","1.01077997684479","1.01355004310608","1.01589000225067","1.01780998706818","1.01813995838165","1.01077997684479","1.02541995048523","1.03042995929718","1.03144001960754","1.0242600440979","","",
"Cuba","CUB","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","0.98657","0.97893","0.97438","0.96998","","","0.98519","0.99381","0.98891","0.99315","0.9964","1.00477","0.99462","0.99307","1.00197","1.00299","1.01377","1.03332","1.04754","1.06132","1.07255","1.05834","1.0466","1.04866","1.00301","1.02444","","1.00241005420685","0.99549001455307","0.999809980392456","0.975340008735657","0.971800029277802","0.987139999866486","0.989449977874756","0.993359982967377","0.985909998416901","0.98513001203537","0.985480010509491","0.983529984951019","0.984860002994537","0.995199978351593","0.992860019207001","","",
"Curacao","CUW","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.993809998035431","","",
"Cayman Islands","CYM","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.96158","0.96804","0.97432","0.97983","0.96344","0.97466","0.97904","0.99003","0.99889","1.01185","1.01073","1.0225","1.02552","1.02097","1.01934","1.01417","1.01756","1.01157","1.0088","1.01098","1.01182","1.01297","1.00918","1.00581","1.00364","1.0073","1.01171","","1.0129599571228","1.0119800567627","1.0058399438858","1.01154005527496","1.01032996177673","1.01148998737335","1.00908005237579","1.00741994380951","1.00611996650696","1.00065004825592","1.00186002254486","1.00617003440857","1.00434994697571","1.00855004787445","","","",
"Czech Republic","CZE","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","1.03406","1.03428","1.03419","1.03395","1.03356","1.0335","1.03296","1.03284","1.03344","","","1.04671","1.0456","1.02672","1.02532","1.02439","1.0994","1.10192","0.96307","0.93984","0.97955","1.07737","1.04746","1.00624","1.0171","1.01731","1.01684","1.02389","1.01935005187988","1.00750005245209","1.01449000835419","1.01217997074127","1.01049995422363","1.00308001041412","1.00450003147125","1.00586998462677","1.00458002090454","1.00473999977112","1.00589001178741","1.00283002853394","1.00078999996185","1.00329995155334","1.00732004642487","","",
"Germany","DEU","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.98597","0.97239","0.97627","0.97742","0.97893","0.9817","0.98106","0.983709990978241","0.987299978733063","0.988269984722137","0.986540019512177","0.984350025653839","0.985069990158081","0.985509991645813","0.98360002040863","0.98487001657486","0.982339978218079","0.964250028133392","0.964969992637634","0.963590025901794","0.961189985275269","0.960969984531403","","",
"Djibouti","DJI","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.42142","","0.4944","0.5267","0.54415","0.51885","","","","","","0.71472","0.72218","0.71827","0.7102","0.7052","0.71462","0.7233","0.72497","","","0.71474","0.77685","0.76669","0.75544","0.74679","0.738","","0.717869997024536","0.714110016822815","0.711419999599457","0.720120012760162","","0.758409976959229","0.762250006198883","0.764490008354187","0.800890028476715","0.80663001537323","0.824090003967285","","0.859319984912872","0.838240027427673","0.827390015125275","0.842549979686737","",
"Dominica","DMA","Gross enrolment ratio, primary and secondary, gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","1.07278","1.12742","1.12512","1.09283","1.14147","1.12491","1.13074","","","","","","","1.07085","1.06485","","","1.01849","","","","","","","","","1.12783002853394","1.0566600561142","1.0425900220871","1.04902005195618","1.05678999423981","1.0369199514389","1.03507995605469","1.02436995506287","1.01989996433258","1.00314998626709","1.03591001033783","1.02971994876862","1.02636003494263","","","","",
